Id,churn_prob
221300000002,0.038118337746709585
221300000020,0.0900719203054905
221300000097,0.0715095205232501
221300000148,0.10789992846548557
221300000166,0.08434093371033669
221300000216,0.03841918334364891
221300000232,0.050656385719776154
221300000267,0.11319827288389206
221300000269,0.12874737568199635
221300000330,0.20440498366951942
221300000381,0.3020344413816929
221300000440,0.0434955800883472
221300000499,0.04026737390086055
221300000505,0.06023039575666189
221300000538,0.10641053505241871
221300000549,0.0502835507504642
221300000574,0.11896774917840958
221300000617,0.08861635997891426
221300000678,0.19408743642270565
221300000697,0.041243590880185366
221300000926,0.28192107379436493
221300000929,0.04036637442186475
221300000997,0.041909211315214634
221300001018,0.05331163201481104
221300001076,0.037143325665965676
221300001129,0.054992071352899075
221300001188,0.04574262164533138
221300001198,0.06583879794925451
221300001234,0.47665073722600937
221300001302,0.046775038819760084
221300001308,0.14600148051977158
221300001329,0.04495461890473962
221300001409,0.04665088467299938
221300001454,0.08949487190693617
221300001462,0.038012717850506306
221300001472,0.11983279325067997
221300001594,0.04594861529767513
221300001777,0.12736635096371174
221300001833,0.10956963896751404
221300001864,0.04321800544857979
221300001895,0.043258517514914274
221300001923,0.04615724505856633
221300001968,0.14407138898968697
221300001971,0.12696487829089165
221300002000,0.23567113280296326
221300002026,0.10787940956652164
221300002072,0.46965962648391724
221300002236,0.20891151577234268
221300002299,0.09279642254114151
221300002306,0.0367038301192224
221300002313,0.09201034158468246
221300002390,0.03867966681718826
221300002400,0.09218057990074158
221300002448,0.06608758494257927
221300002491,0.464123860001564
221300002541,0.040910626761615276
221300002544,0.31994131579995155
221300002569,0.17472834512591362
221300002612,0.04348572250455618
221300002644,0.04861488426104188
221300002659,0.09875880368053913
221300002682,0.1132672019302845
221300002683,0.04660668969154358
221300002698,0.09249265864491463
221300002714,0.3597651273012161
221300002731,0.037355671636760235
221300002735,0.041745425667613745
221300002767,0.07193284574896097
221300002826,0.045981458853930235
221300002834,0.1522380281239748
221300002838,0.06426303088665009
221300002854,0.04652638686820865
221300002894,0.22659138962626457
221300002900,0.045926631428301334
221300002929,0.2961564436554909
221300002969,0.051607164554297924
221300003000,0.0425106231123209
221300003007,0.03796720574609935
221300003022,0.11572899855673313
221300003040,0.04208123032003641
221300003064,0.05325587559491396
221300003117,0.14479258097708225
221300003138,0.15445589274168015
221300003194,0.06397238187491894
221300003204,0.21297331899404526
221300003270,0.0791086507961154
221300003319,0.12503475323319435
221300003329,0.15881537832319736
221300003358,0.5361501574516296
221300003360,0.38965819776058197
221300003401,0.12490998953580856
221300003409,0.056707434356212616
221300003514,0.07918901834636927
221300003537,0.45076923817396164
221300003542,0.4203971028327942
221300003549,0.10578051581978798
221300003558,0.035832061897963285
221300003620,0.039599786046892405
221300003623,0.19061629474163055
221300003630,0.09750442858785391
221300003646,0.15524422004818916
221300003655,0.0748640550300479
221300003700,0.05557149276137352
221300003702,0.03816496301442385
221300003720,0.053449902683496475
221300003748,0.038869491778314114
221300003751,0.10317367129027843
221300003909,0.4456588104367256
221300003917,0.1675860434770584
221300003938,0.03571049217134714
221300003951,0.11271731555461884
221300004020,0.04642156371846795
221300004096,0.10170076601207256
221300004105,0.038926903158426285
221300004178,0.3409585803747177
221300004256,0.06406155694276094
221300004257,0.3472718819975853
221300004379,0.05263403244316578
221300004438,0.09171459637582302
221300004444,0.08030369877815247
221300004504,0.03987442562356591
221300004515,0.050102598033845425
221300004573,0.040496963541954756
221300004610,0.4260200634598732
221300004624,0.04283460881561041
221300004626,0.04323590686544776
221300004630,0.03999063652008772
221300004633,0.26614391431212425
221300004653,0.09886841848492622
221300004712,0.03949351841583848
221300004861,0.04612601874396205
221300004898,0.42531998455524445
221300004980,0.11924839206039906
221300004995,0.3721378371119499
221300005002,0.04267479246482253
221300005082,0.04408695176243782
221300005087,0.07964602205902338
221300005114,0.058432976715266705
221300005116,0.4209028631448746
221300005132,0.12374810315668583
221300005136,0.037751227617263794
221300005158,0.03463801043108106
221300005250,0.04730872344225645
221300005263,0.04259247751906514
221300005304,0.06043478474020958
221300005427,0.037683251313865185
221300005435,0.03566425456665456
221300005530,0.038845091592520475
221300005552,0.2352580949664116
221300005597,0.0481252851895988
221300005612,0.13532818108797073
221300005760,0.11962209269404411
221300005885,0.10248683020472527
221300005887,0.040920363273471594
221300005890,0.07808567117899656
221300005893,0.05042100325226784
221300005937,0.18922824785113335
221300005978,0.3121001496911049
221300005979,0.5565488710999489
221300005981,0.4286787733435631
221300005989,0.4933452531695366
221300006044,0.12681634910404682
221300006050,0.04410203825682402
221300006059,0.04338689846917987
221300006063,0.04367920383810997
221300006103,0.04163721902295947
221300006116,0.1744591873139143
221300006164,0.26773516461253166
221300006166,0.038689258974045515
221300006170,0.04422942968085408
221300006186,0.05752234533429146
221300006248,0.16455918736755848
221300006326,0.09624083526432514
221300006363,0.043174723628908396
221300006388,0.10555047541856766
221300006403,0.3410666584968567
221300006420,0.04107627924531698
221300006439,0.09079616144299507
221300006577,0.2132975496351719
221300006593,0.05661379359662533
221300006610,0.03772229002788663
221300006619,0.26886120438575745
221300006630,0.17804303392767906
221300006658,0.3984200581908226
221300006766,0.1599322333931923
221300006777,0.03570593916811049
221300006784,0.1559276282787323
221300006792,0.17564256489276886
221300006883,0.17738864198327065
221300006902,0.08692598156630993
221300006934,0.2176966480910778
221300007016,0.07112105190753937
221300007080,0.06743256747722626
221300007104,0.07002919632941484
221300007198,0.3392421342432499
221300007301,0.3568212389945984
221300007309,0.3880045562982559
221300007348,0.5088911801576614
221300007389,0.11754057928919792
221300007413,0.13367692567408085
221300007424,0.04469451820477843
221300007440,0.038429814856499434
221300007510,0.096918985247612
221300007521,0.036970100831240416
221300007616,0.03540871711447835
221300007700,0.04070703266188502
221300007701,0.14511792175471783
221300007727,0.04385331878438592
221300007764,0.062499407678842545
221300007785,0.08156950958073139
221300007791,0.16225974261760712
221300007803,0.045991976745426655
221300007827,0.125529907643795
221300007866,0.051471113227307796
221300007886,0.039091022685170174
221300007920,0.13963536359369755
221300007937,0.09746032394468784
221300007982,0.0410545039921999
221300007986,0.046139263082295656
221300008014,0.04745245026424527
221300008069,0.09583010338246822
221300008084,0.0703878728672862
221300008151,0.04299750132486224
221300008152,0.06629752460867167
221300008166,0.07941195461899042
221300008170,0.14603458903729916
221300008197,0.03797904681414366
221300008215,0.36506327241659164
221300008222,0.3396527022123337
221300008276,0.05346508324146271
221300008356,0.04417707724496722
